epoch,train_loss,valid_loss,validation,div_metric,div_loss,time
0,0.308557,0.326371,0.254000,774.750000,0.815927,04:22
1,0.292406,0.315616,0.248000,768.750000,0.789041,04:19
2,0.278515,0.289937,0.356000,781.250000,0.724842,04:22
