epoch,train_loss,valid_loss,validation,targeted_validation,div_metric,entropy,fool_loss,time
0,13.522392,13.371650,0.757000,0.000000,808.000000,9.664481,13.371650,06:13
1,11.761404,11.912244,0.789000,0.001000,368.250000,7.568718,11.912242,06:13
2,10.519830,10.901349,0.817000,0.001000,375.000000,7.850818,10.901350,06:19
